article_idx,judul,url,entity_count,entities_json
107,"TSMC Ketar-Ketir Tarif Trump, Begini Dampaknya ke ERAA, MAPI, dkk - Mikir Duit",https://www.mikirduit.com/tsmc-ketar-ketir-tarif-trump-begini-dampaknya-ke-eraa-mapi-dkk/,21,"[{""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9812}, {""word"": ""presiden as"", ""entity_group"": ""NOR"", ""score"": 0.8637}, {""word"": ""microchip"", ""entity_group"": ""PRD"", ""score"": 0.7713}, {""word"": ""taiwan"", ""entity_group"": ""GPE"", ""score"": 0.9879}, {""word"": ""gadget"", ""entity_group"": ""PRD"", ""score"": 0.4733}, {""word"": ""ri"", ""entity_group"": ""GPE"", ""score"": 0.9764}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9043}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9901}, {""word"": ""eraa"", ""entity_group"": ""ORG"", ""score"": 0.8378}, {""word"": ""mapi"", ""entity_group"": ""ORG"", ""score"": 0.6699}, {""word"": ""ptsn"", ""entity_group"": ""ORG"", ""score"": 0.4911}, {""word"": ""januari"", ""entity_group"": ""DAT"", ""score"": 0.4081}, {""word"": ""presiden"", ""entity_group"": ""ORG"", ""score"": 0.4028}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9965}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.9949}, {""word"": ""meksiko"", ""entity_group"": ""GPE"", ""score"": 0.9728}, {""word"": ""china"", ""entity_group"": ""GPE"", ""score"": 0.9909}, {""word"": ""februari"", ""entity_group"": ""DAT"", ""score"": 0.48}, {""word"": ""dua"", ""entity_group"": ""CRD"", ""score"": 0.9587}, {""word"": ""tiga"", ""entity_group"": ""CRD"", ""score"": 0.9037}, {""word"": ""minyak"", ""entity_group"": ""PRD"", ""score"": 0.4961}]"
108,"Trump Naikkan Tarif Aluminium 25%, Apa Dampaknya? - detikNews",https://news.detik.com/dw/d-7773369/trump-naikkan-tarif-aluminium-25-apa-dampaknya,22,"[{""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9798}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9911}, {""word"": ""baja"", ""entity_group"": ""PRD"", ""score"": 0.7816}, {""word"": ""aluminium"", ""entity_group"": ""PRD"", ""score"": 0.5444}, {""word"": ""senin"", ""entity_group"": ""DAT"", ""score"": 0.9865}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9909}, {""word"": ""putih"", ""entity_group"": ""ORG"", ""score"": 0.3889}, {""word"": ""maret"", ""entity_group"": ""DAT"", ""score"": 0.9715}, {""word"": ""mobil farmasi"", ""entity_group"": ""PRD"", ""score"": 0.9665}, {""word"": ""cip komputer scroll"", ""entity_group"": ""PRD"", ""score"": 0.8332}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.994}, {""word"": ""brasil"", ""entity_group"": ""GPE"", ""score"": 0.9646}, {""word"": ""meksiko"", ""entity_group"": ""GPE"", ""score"": 0.5038}, {""word"": ""korea selatan"", ""entity_group"": ""GPE"", ""score"": 0.8733}, {""word"": ""perdana menteri pm australia"", ""entity_group"": ""NOR"", ""score"": 0.9841}, {""word"": ""anthony albanese"", ""entity_group"": ""PER"", ""score"": 0.9888}, {""word"": ""australia"", ""entity_group"": ""GPE"", ""score"": 0.9802}, {""word"": ""presiden"", ""entity_group"": ""NOR"", ""score"": 0.7304}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9827}, {""word"": ""kapal"", ""entity_group"": ""PRD"", ""score"": 0.8119}, {""word"": ""inggris"", ""entity_group"": ""GPE"", ""score"": 0.9011}, {""word"": ""kedua"", ""entity_group"": ""ORD"", ""score"": 0.3651}]"
109,Dampak Tarif Baja dan Aluminium Trump terhadap Perekonomian AS - ANTARA News,https://www.antaranews.com/berita/4646453/dampak-tarif-baja-dan-aluminium-trump-terhadap-perekonomian-as,21,"[{""word"": ""washington"", ""entity_group"": ""GPE"", ""score"": 0.9735}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9564}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9939}, {""word"": ""senin"", ""entity_group"": ""DAT"", ""score"": 0.9661}, {""word"": ""aluminium"", ""entity_group"": ""PRD"", ""score"": 0.6502}, {""word"": ""persen"", ""entity_group"": ""PRC"", ""score"": 0.4944}, {""word"": ""baja"", ""entity_group"": ""PRD"", ""score"": 0.6908}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.8805}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9861}, {""word"": ""aluminium as"", ""entity_group"": ""PRD"", ""score"": 0.655}, {""word"": ""gary clyde hufbauer"", ""entity_group"": ""PER"", ""score"": 0.9718}, {""word"": ""peterson institute for international economics"", ""entity_group"": ""ORG"", ""score"": 0.9377}, {""word"": ""hufbauer"", ""entity_group"": ""PRD"", ""score"": 0.4263}, {""word"": ""gm"", ""entity_group"": ""ORG"", ""score"": 0.7169}, {""word"": ""ford"", ""entity_group"": ""PRD"", ""score"": 0.7663}, {""word"": ""toyota"", ""entity_group"": ""ORG"", ""score"": 0.5204}, {""word"": ""mesin"", ""entity_group"": ""PRD"", ""score"": 0.8138}, {""word"": ""electric"", ""entity_group"": ""PRD"", ""score"": 0.5536}, {""word"": ""pesawat"", ""entity_group"": ""PRD"", ""score"": 0.9034}, {""word"": ""boeing"", ""entity_group"": ""ORG"", ""score"": 0.6832}, {""word"": ""as"", ""entity_group"": ""ORG"", ""score"": 0.4486}]"
110,"Kalender Ekonomi: Kesaksian Powell, Inflasi AS dan Tarif Trump - Market - Bloomberg Technoz",https://www.bloombergtechnoz.com/detail-news/62497/kalender-ekonomi-kesaksian-powell-inflasi-as-dan-tarif-trump/2,5,"[{""word"": ""selasa"", ""entity_group"": ""DAT"", ""score"": 0.9969}, {""word"": ""kementerian keuangan"", ""entity_group"": ""NOR"", ""score"": 0.9677}, {""word"": ""lelang"", ""entity_group"": ""EVT"", ""score"": 0.659}, {""word"": ""sbsn"", ""entity_group"": ""EVT"", ""score"": 0.3897}, {""word"": ""rp triliun"", ""entity_group"": ""MON"", ""score"": 0.99}]"
111,Trump Pungut Tarif Impor Aluminium dan Baja Seluruh Negara 25 Persen - CNN Indonesia,https://www.cnnindonesia.com/ekonomi/20250211080951-92-1196827/trump-pungut-tarif-impor-aluminium-dan-baja-seluruh-negara-25-persen,22,"[{""word"": ""presiden asdonald"", ""entity_group"": ""NOR"", ""score"": 0.8678}, {""word"": ""trumpmengenakan"", ""entity_group"": ""PER"", ""score"": 0.9745}, {""word"": ""persen"", ""entity_group"": ""PRC"", ""score"": 0.434}, {""word"": ""aluminium"", ""entity_group"": ""PRD"", ""score"": 0.5525}, {""word"": ""negeri paman sam"", ""entity_group"": ""GPE"", ""score"": 0.6986}, {""word"": ""senin"", ""entity_group"": ""DAT"", ""score"": 0.9959}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9979}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.9979}, {""word"": ""brasil"", ""entity_group"": ""GPE"", ""score"": 0.9832}, {""word"": ""meksiko"", ""entity_group"": ""GPE"", ""score"": 0.9972}, {""word"": ""china"", ""entity_group"": ""GPE"", ""score"": 0.9966}, {""word"": ""amerika"", ""entity_group"": ""GPE"", ""score"": 0.9964}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9899}, {""word"": ""dikutipcnn"", ""entity_group"": ""ORG"", ""score"": 0.554}, {""word"": ""pertama"", ""entity_group"": ""ORD"", ""score"": 0.5029}, {""word"": ""presiden"", ""entity_group"": ""NOR"", ""score"": 0.5171}, {""word"": ""joe biden"", ""entity_group"": ""PER"", ""score"": 0.9794}, {""word"": ""baja"", ""entity_group"": ""PRD"", ""score"": 0.4135}, {""word"": ""mobil"", ""entity_group"": ""PRD"", ""score"": 0.977}, {""word"": ""minyak"", ""entity_group"": ""PRD"", ""score"": 0.7425}, {""word"": ""pipa"", ""entity_group"": ""PRD"", ""score"": 0.6363}, {""word"": ""jet"", ""entity_group"": ""PRD"", ""score"": 0.8323}]"
112,"Modi akan Bertemu Trump dengan Fokus pada Perdagangan, Imigrasi dan Hubungan Strategis - Voice of America Indonesia",https://www.voaindonesia.com/a/modi-akan-bertemu-trump-dengan-fokus-pada-perdagangan-imigrasi-dan-hubungan-strategis/7970710.html,18,"[{""word"": ""india"", ""entity_group"": ""GPE"", ""score"": 0.9729}, {""word"": ""amerika serikat"", ""entity_group"": ""GPE"", ""score"": 0.981}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9835}, {""word"": ""perdana menteri india"", ""entity_group"": ""NOR"", ""score"": 0.9612}, {""word"": ""narendra modi"", ""entity_group"": ""PER"", ""score"": 0.9965}, {""word"": ""dua hari"", ""entity_group"": ""QTY"", ""score"": 0.9028}, {""word"": ""rabu"", ""entity_group"": ""DAT"", ""score"": 0.9256}, {""word"": ""new delhi"", ""entity_group"": ""GPE"", ""score"": 0.8193}, {""word"": ""presiden amerika serikat"", ""entity_group"": ""NOR"", ""score"": 0.9534}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9795}, {""word"": ""menteri luar negeri india"", ""entity_group"": ""NOR"", ""score"": 0.8905}, {""word"": ""vikram misri"", ""entity_group"": ""PER"", ""score"": 0.993}, {""word"": ""modi"", ""entity_group"": ""PER"", ""score"": 0.981}, {""word"": ""washington"", ""entity_group"": ""GPE"", ""score"": 0.4902}, {""word"": ""prancis"", ""entity_group"": ""GPE"", ""score"": 0.7121}, {""word"": ""kedua"", ""entity_group"": ""CRD"", ""score"": 0.6645}, {""word"": ""satu"", ""entity_group"": ""CRD"", ""score"": 0.5715}, {""word"": ""kevin"", ""entity_group"": ""PER"", ""score"": 0.9156}]"
113,"Eropa Jawab Ajakan Perang Terbaru dari AS, Blak-blakan Respons Begini - CNBC Indonesia",https://www.cnbcindonesia.com/news/20250211163836-4-609811/eropa-jawab-ajakan-perang-terbaru-dari-as-blak-blakan-respons-begini,32,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.5165}, {""word"": ""cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.5547}, {""word"": ""uni eropa"", ""entity_group"": ""NOR"", ""score"": 0.6118}, {""word"": ""amerika serikat"", ""entity_group"": ""GPE"", ""score"": 0.9617}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9775}, {""word"": ""baja"", ""entity_group"": ""PRD"", ""score"": 0.7208}, {""word"": ""aluminium"", ""entity_group"": ""PRD"", ""score"": 0.4538}, {""word"": ""maret"", ""entity_group"": ""DAT"", ""score"": 0.9938}, {""word"": ""pemimpin eropa"", ""entity_group"": ""NOR"", ""score"": 0.8938}, {""word"": ""presiden komisi eropa"", ""entity_group"": ""NOR"", ""score"": 0.811}, {""word"": ""ursula von der leyen"", ""entity_group"": ""PER"", ""score"": 0.9865}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9731}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9937}, {""word"": ""aluminium eropa"", ""entity_group"": ""PRD"", ""score"": 0.6016}, {""word"": ""uni"", ""entity_group"": ""GPE"", ""score"": 0.5755}, {""word"": ""eropa"", ""entity_group"": ""NOR"", ""score"": 0.5105}, {""word"": ""ue"", ""entity_group"": ""GPE"", ""score"": 0.5893}, {""word"": ""leyen"", ""entity_group"": ""PER"", ""score"": 0.7867}, {""word"": ""kanselir"", ""entity_group"": ""NOR"", ""score"": 0.412}, {""word"": ""jerman"", ""entity_group"": ""GPE"", ""score"": 0.9356}, {""word"": ""olaf"", ""entity_group"": ""PER"", ""score"": 0.7758}, {""word"": ""uni"", ""entity_group"": ""NOR"", ""score"": 0.4447}, {""word"": ""eropa"", ""entity_group"": ""GPE"", ""score"": 0.9716}, {""word"": ""dunia"", ""entity_group"": ""NOR"", ""score"": 0.2941}, {""word"": ""komisaris"", ""entity_group"": ""NOR"", ""score"": 0.5437}, {""word"": ""parlemen"", ""entity_group"": ""NOR"", ""score"": 0.7653}, {""word"": ""strasbourg"", ""entity_group"": ""ORG"", ""score"": 0.4453}, {""word"": ""prancis"", ""entity_group"": ""GPE"", ""score"": 0.9446}, {""word"": ""dua"", ""entity_group"": ""CRD"", ""score"": 0.7647}, {""word"": ""argentina"", ""entity_group"": ""GPE"", ""score"": 0.9159}, {""word"": ""australia"", ""entity_group"": ""GPE"", ""score"": 0.9922}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.9823}]"
114,Resmi! Trump Kenakan Tarif Impor 25% buat Baja & Aluminium - detikFinance,https://finance.detik.com/industri/d-7772525/resmi-trump-kenakan-tarif-impor-25-buat-baja-aluminium,21,"[{""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9217}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9923}, {""word"": ""baja"", ""entity_group"": ""PRD"", ""score"": 0.8261}, {""word"": ""aluminium"", ""entity_group"": ""PRD"", ""score"": 0.4763}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9977}, {""word"": ""kedua"", ""entity_group"": ""CRD"", ""score"": 0.625}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.985}, {""word"": ""post selasa"", ""entity_group"": ""ORG"", ""score"": 0.6204}, {""word"": ""juta metrik ton"", ""entity_group"": ""QTY"", ""score"": 0.8385}, {""word"": ""aluminium as"", ""entity_group"": ""PRD"", ""score"": 0.741}, {""word"": ""james"", ""entity_group"": ""ORG"", ""score"": 0.7915}, {""word"": ""campbell"", ""entity_group"": ""ORG"", ""score"": 0.9263}, {""word"": ""trump"", ""entity_group"": ""ORG"", ""score"": 0.7932}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.9576}, {""word"": ""meksiko"", ""entity_group"": ""GPE"", ""score"": 0.9318}, {""word"": ""uni"", ""entity_group"": ""ORG"", ""score"": 0.7012}, {""word"": ""eropa"", ""entity_group"": ""GPE"", ""score"": 0.9072}, {""word"": ""korea"", ""entity_group"": ""GPE"", ""score"": 0.7557}, {""word"": ""selatan"", ""entity_group"": ""ORG"", ""score"": 0.8404}, {""word"": ""argentina"", ""entity_group"": ""GPE"", ""score"": 0.8023}, {""word"": ""australia"", ""entity_group"": ""GPE"", ""score"": 0.972}]"
115,Sejarah Baru! Harga Emas Tembus Rekor ke Level US$ 2.900 - CNBC Indonesia,https://www.cnbcindonesia.com/research/20250211044435-128-609577/sejarah-baru-harga-emas-tembus-rekor-ke-level-us--2900,11,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.4814}, {""word"": ""cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.8347}, {""word"": ""us"", ""entity_group"": ""MON"", ""score"": 0.756}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9133}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9935}, {""word"": ""selasa"", ""entity_group"": ""DAT"", ""score"": 0.9882}, {""word"": ""pertama"", ""entity_group"": ""ORD"", ""score"": 0.4857}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.8657}, {""word"": ""donald"", ""entity_group"": ""PER"", ""score"": 0.969}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.5687}, {""word"": ""meir"", ""entity_group"": ""DAT"", ""score"": 0.8169}]"
116,"Perang Dagang China vs AS Makin Panas, Trump Konfirmasi Telah Berbicara dengan Xi Jinping - Suara.com",https://www.suara.com/news/2025/02/11/105121/perang-dagang-china-vs-as-makin-panas-trump-konfirmasi-telah-berbicara-dengan-xi-jinping,21,"[{""word"": ""presiden amerika serikatdonald"", ""entity_group"": ""NOR"", ""score"": 0.6765}, {""word"": ""trumpmengonfirmasi"", ""entity_group"": ""PER"", ""score"": 0.9628}, {""word"": ""presiden chinaxi"", ""entity_group"": ""NOR"", ""score"": 0.9096}, {""word"": ""jinpingsejak"", ""entity_group"": ""PER"", ""score"": 0.6938}, {""word"": ""januari"", ""entity_group"": ""DAT"", ""score"": 0.9909}, {""word"": ""fox news"", ""entity_group"": ""ORG"", ""score"": 0.9719}, {""word"": ""senin"", ""entity_group"": ""DAT"", ""score"": 0.9515}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.753}, {""word"": ""xi"", ""entity_group"": ""PER"", ""score"": 0.8969}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9944}, {""word"": ""china"", ""entity_group"": ""GPE"", ""score"": 0.9839}, {""word"": ""dua"", ""entity_group"": ""CRD"", ""score"": 0.8959}, {""word"": ""kedua"", ""entity_group"": ""CRD"", ""score"": 0.3663}, {""word"": ""tiktok"", ""entity_group"": ""PRD"", ""score"": 0.4495}, {""word"": ""taiwan"", ""entity_group"": ""GPE"", ""score"": 0.8252}, {""word"": ""kementerian"", ""entity_group"": ""NOR"", ""score"": 0.5995}, {""word"": ""fox"", ""entity_group"": ""ORG"", ""score"": 0.6979}, {""word"": ""news"", ""entity_group"": ""ORG"", ""score"": 0.3751}, {""word"": ""beijing"", ""entity_group"": ""GPE"", ""score"": 0.6879}, {""word"": ""alphabet"", ""entity_group"": ""ORG"", ""score"": 0.4598}, {""word"": ""google"", ""entity_group"": ""ORG"", ""score"": 0.783}]"
117,Harganya Kembali Terbang! Emas Siap Cetak Rekor Baru - CNBC Indonesia,https://www.cnbcindonesia.com/research/20250213155617-128-610446/harganya-kembali-terbang-emas-siap-cetak-rekor-baru,13,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.4368}, {""word"": ""cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.8247}, {""word"": ""kamis"", ""entity_group"": ""DAT"", ""score"": 0.9888}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9424}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.988}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9811}, {""word"": ""januari"", ""entity_group"": ""DAT"", ""score"": 0.8921}, {""word"": ""us"", ""entity_group"": ""MON"", ""score"": 0.3556}, {""word"": ""selasa"", ""entity_group"": ""DAT"", ""score"": 0.9973}, {""word"": ""senin"", ""entity_group"": ""DAT"", ""score"": 0.9958}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9607}, {""word"": ""rabu"", ""entity_group"": ""DAT"", ""score"": 0.3962}, {""word"": ""us"", ""entity_group"": ""PRD"", ""score"": 0.4052}]"
118,"Video: Saat Trump Picu Gejolak Pasar, BI Rate Bisa Turun 3X di 2025 - CNBC Indonesia",https://www.cnbcindonesia.com/market/20250210144720-19-609451/video-saat-trump-picu-gejolak-pasar-bi-rate-bisa-turun-3x-di-2025,24,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.6628}, {""word"": ""cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.9174}, {""word"": ""amerika serikat"", ""entity_group"": ""GPE"", ""score"": 0.9257}, {""word"": ""timur"", ""entity_group"": ""GPE"", ""score"": 0.6855}, {""word"": ""direktur global market uob indonesia"", ""entity_group"": ""ORG"", ""score"": 0.9535}, {""word"": ""sonny samuel"", ""entity_group"": ""PER"", ""score"": 0.995}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9686}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.7572}, {""word"": ""the fed"", ""entity_group"": ""ORG"", ""score"": 0.8687}, {""word"": ""sonny"", ""entity_group"": ""PER"", ""score"": 0.9945}, {""word"": ""indonesia"", ""entity_group"": ""GPE"", ""score"": 0.9829}, {""word"": ""srbi"", ""entity_group"": ""ORG"", ""score"": 0.899}, {""word"": ""sbn"", ""entity_group"": ""ORG"", ""score"": 0.863}, {""word"": ""uob indonesia"", ""entity_group"": ""ORG"", ""score"": 0.5091}, {""word"": ""bi"", ""entity_group"": ""ORG"", ""score"": 0.9206}, {""word"": ""ihsg rupiah"", ""entity_group"": ""ORG"", ""score"": 0.5026}, {""word"": ""bi rate"", ""entity_group"": ""ORG"", ""score"": 0.5356}, {""word"": ""simak"", ""entity_group"": ""ORG"", ""score"": 0.5162}, {""word"": ""wijaya"", ""entity_group"": ""ORG"", ""score"": 0.7322}, {""word"": ""direktur"", ""entity_group"": ""ORG"", ""score"": 0.7276}, {""word"": ""market"", ""entity_group"": ""ORG"", ""score"": 0.7823}, {""word"": ""indonesia sonny samuel"", ""entity_group"": ""ORG"", ""score"": 0.6554}, {""word"": ""cnbcindonesia"", ""entity_group"": ""ORG"", ""score"": 0.6121}, {""word"": ""senin"", ""entity_group"": ""ORG"", ""score"": 0.6478}]"
119,Bagaimana Negara-negara Menyikapi Tarif Impor AS yang Ditetapkan Trump? - Kompas.id,https://www.kompas.id/artikel/bagaimana-negara-negara-menyikapi-tarif-impor-as-yang-ditetapkan-trump,14,"[{""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9526}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9983}, {""word"": ""romana ninik feb"", ""entity_group"": ""PER"", ""score"": 0.6623}, {""word"": ""wib"", ""entity_group"": ""ORG"", ""score"": 0.5219}, {""word"": ""februari"", ""entity_group"": ""DAT"", ""score"": 0.9836}, {""word"": ""dua"", ""entity_group"": ""CRD"", ""score"": 0.8491}, {""word"": ""kanada"", ""entity_group"": ""GPE"", ""score"": 0.998}, {""word"": ""meksiko"", ""entity_group"": ""GPE"", ""score"": 0.9961}, {""word"": ""ketiga"", ""entity_group"": ""CRD"", ""score"": 0.8415}, {""word"": ""amerika utara"", ""entity_group"": ""GPE"", ""score"": 0.4871}, {""word"": ""china"", ""entity_group"": ""GPE"", ""score"": 0.9258}, {""word"": ""persen"", ""entity_group"": ""PRC"", ""score"": 0.3881}, {""word"": ""australia"", ""entity_group"": ""GPE"", ""score"": 0.9972}, {""word"": ""kedua"", ""entity_group"": ""CRD"", ""score"": 0.6228}]"
120,Dampak Kebijakan Tarif AS Terhadap Perekonomian Global dan Indonesia - Infobanknews,https://infobanknews.com/dampak-kebijakan-tarif-as-terhadap-perekonomian-global-dan-indonesia/,14,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.9716}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9516}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9936}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9975}, {""word"": ""indonesia"", ""entity_group"": ""GPE"", ""score"": 0.9852}, {""word"": ""economist kisi asset management"", ""entity_group"": ""ORG"", ""score"": 0.9637}, {""word"": ""arfian prasetya aji"", ""entity_group"": ""PER"", ""score"": 0.943}, {""word"": ""kanada meksiko"", ""entity_group"": ""GPE"", ""score"": 0.7196}, {""word"": ""china"", ""entity_group"": ""GPE"", ""score"": 0.9909}, {""word"": ""the fed"", ""entity_group"": ""ORG"", ""score"": 0.8134}, {""word"": ""bank"", ""entity_group"": ""ORG"", ""score"": 0.5075}, {""word"": ""bi"", ""entity_group"": ""ORG"", ""score"": 0.881}, {""word"": ""februari"", ""entity_group"": ""ORG"", ""score"": 0.5848}, {""word"": ""the"", ""entity_group"": ""ORG"", ""score"": 0.9337}]"
121,"Trump Umumkan Kenaikan Pajak Impor, Picu Ketegangan Perdagangan Global - Ikatan Konsultan Pajak Indonesia",https://ikpi.or.id/trump-umumkan-kenaikan-pajak-impor-picu-ketegangan-perdagangan-global/,14,"[{""word"": ""ikpi jakarta"", ""entity_group"": ""NOR"", ""score"": 0.7255}, {""word"": ""presiden amerika serikat as"", ""entity_group"": ""NOR"", ""score"": 0.9412}, {""word"": ""donald trump"", ""entity_group"": ""PER"", ""score"": 0.9917}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9833}, {""word"": ""trump"", ""entity_group"": ""PER"", ""score"": 0.9902}, {""word"": ""gedung putih"", ""entity_group"": ""LOC"", ""score"": 0.5832}, {""word"": ""sabtu"", ""entity_group"": ""DAT"", ""score"": 0.9167}, {""word"": ""ppn"", ""entity_group"": ""LAW"", ""score"": 0.525}, {""word"": ""uni eropa"", ""entity_group"": ""NOR"", ""score"": 0.5186}, {""word"": ""associated press"", ""entity_group"": ""ORG"", ""score"": 0.8552}, {""word"": ""gedung"", ""entity_group"": ""ORG"", ""score"": 0.5227}, {""word"": ""dolar"", ""entity_group"": ""MON"", ""score"": 0.8238}, {""word"": ""rp"", ""entity_group"": ""MON"", ""score"": 0.7768}, {""word"": ""eropa"", ""entity_group"": ""GPE"", ""score"": 0.8861}]"
122,"Video:Perang Tarif Trump Memanas, Harga Emas-Inflasi Terancam Meroket - CNBC Indonesia",https://www.cnbcindonesia.com/news/20250214095243-8-610633/videoperang-tarif-trump-memanas-harga-emas-inflasi-terancam-meroket,15,"[{""word"": ""jakarta"", ""entity_group"": ""GPE"", ""score"": 0.6851}, {""word"": ""cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.9365}, {""word"": ""amerika serikat"", ""entity_group"": ""GPE"", ""score"": 0.8671}, {""word"": ""kamis"", ""entity_group"": ""DAT"", ""score"": 0.964}, {""word"": ""usd"", ""entity_group"": ""MON"", ""score"": 0.9361}, {""word"": ""economist cnbc indonesia"", ""entity_group"": ""ORG"", ""score"": 0.8859}, {""word"": ""maesaroh"", ""entity_group"": ""PER"", ""score"": 0.6643}, {""word"": ""safe"", ""entity_group"": ""ORG"", ""score"": 0.4788}, {""word"": ""as"", ""entity_group"": ""GPE"", ""score"": 0.9089}, {""word"": ""the"", ""entity_group"": ""ORG"", ""score"": 0.9342}, {""word"": ""fed"", ""entity_group"": ""ORG"", ""score"": 0.4516}, {""word"": ""simak"", ""entity_group"": ""ORG"", ""score"": 0.5715}, {""word"": ""indonesia"", ""entity_group"": ""GPE"", ""score"": 0.7671}, {""word"": ""squawk"", ""entity_group"": ""ORG"", ""score"": 0.6307}, {""word"": ""cnbc"", ""entity_group"": ""ORG"", ""score"": 0.8281}]"
